Entity,Code,Year,All malignant cancers combined,Brain and nervous system cancers,Leukemia,Lymphomas and multiple myeloma
Jamaica,JAM,2006,2.8183503,0.9946488,1.1338854,0
Jamaica,JAM,2009,2.4662912,0.61225617,0.90185356,0
Jamaica,JAM,2010,2.4959974,1.3897479,1.1581231,0
Jamaica,JAM,2011,2.54829,1.4099268,1.8799025,0.86398685
Jamaica,JAM,2012,3.3607671,0.9503242,1.1879052,0.4751621
Jamaica,JAM,2013,3.4584525,0.7179318,1.196553,0
Jamaica,JAM,2014,5.931034,1.2882558,1.9323838,0.43383572
Japan,JPN,1950,2.4712927,,1.7802007,0.4245465
Japan,JPN,1951,2.50423,,1.8657434,0.36545488
Japan,JPN,1952,3.1912544,,2.127248,0.49796945
Japan,JPN,1953,3.0712664,,2.1799562,0.3950256
Japan,JPN,1954,3.1437435,,2.5425406,0.40561932
Japan,JPN,1955,3.6391172,,2.848652,0.5125602
Japan,JPN,1956,3.764628,,2.7656333,0.4273714
Japan,JPN,1957,3.2910852,,2.817623,0.49692622
Japan,JPN,1958,3.8640032,,3.1770778,0.5160735
Japan,JPN,1959,4.2508173,,2.953801,0.44617644
Japan,JPN,1960,4.411124,,3.2787848,0.52202475
Japan,JPN,1961,3.9294097,,3.3807075,0.43543997
Japan,JPN,1962,4.8978853,,3.3967392,0.49407116
Japan,JPN,1963,4.666476,,3.495231,0.55848396
Japan,JPN,1964,4.3903947,,3.4680262,0.41540787
Japan,JPN,1965,4.638805,,3.6163876,0.63818604
Japan,JPN,1966,4.6381125,,3.6101084,0.56368357
Japan,JPN,1967,4.5449038,,3.5492957,0.63223785
Japan,JPN,1968,4.538635,,3.720128,0.57896036
Japan,JPN,1969,4.5299253,,3.2770004,0.49669877
Japan,JPN,1970,4.346544,,3.6506965,0.39178208
Japan,JPN,1971,4.7828336,,3.432309,0.42252705
Japan,JPN,1972,4.3347154,,3.5700405,0.5441119
Japan,JPN,1973,4.283217,,3.432941,0.50978905
Japan,JPN,1974,4.3728137,,3.1722217,0.43939558
Japan,JPN,1975,4.274493,,3.3247511,0.42556813
Japan,JPN,1976,4.635352,,3.2591124,0.5475309
Japan,JPN,1977,4.429016,,3.2443748,0.43432757
Japan,JPN,1978,4.0565815,,2.8889241,0.5166324
Japan,JPN,1979,3.9933293,0.3554603,2.6155512,0.53584313
Japan,JPN,1980,4.352873,0.40975872,2.6041245,0.44749966
Japan,JPN,1981,4.358078,0.37562627,2.419475,0.51924807
Japan,JPN,1982,3.6918685,0.39808464,2.1325963,0.45495388
Japan,JPN,1983,3.7259493,0.3667988,2.0410578,0.53836596
Japan,JPN,1984,3.6527848,0.38510913,1.8766428,0.45846322
Japan,JPN,1985,3.8908944,0.42009166,1.8057672,0.47025186
Japan,JPN,1986,3.647262,0.46008295,1.8208916,0.47952306
Japan,JPN,1987,3.7846315,0.3525108,1.6494845,0.40572
Japan,JPN,1988,3.3898306,0.42010504,1.5439267,0.34157673
Japan,JPN,1989,3.4639409,0.37177327,1.5852975,0.22446689
Japan,JPN,1990,3.2957072,0.40988323,1.3950411,0.3164011
Japan,JPN,1991,3.018453,0.41237113,1.1192931,0.3681885
Japan,JPN,1992,3.3106747,0.40656528,1.2498118,0.3312754
Japan,JPN,1993,3.0870576,0.39336675,1.3343618,0.2622445
Japan,JPN,1994,2.8044767,0.5228758,1.2926618,0.2443446
Japan,JPN,1995,2.8957398,0.49025124,1.1733882,0.21699645
Japan,JPN,1996,2.42965,0.54676026,1.0119145,0.14453478
Japan,JPN,1997,2.4,0.4797353,1.0669975,0.1834694
Japan,JPN,1998,2.4087696,0.48438284,1.05228,0.10205028
Japan,JPN,1999,2.6217787,0.42940137,0.875642,0.12150668
Japan,JPN,2000,2.0131695,0.43901113,0.8949073,0.10975278
Japan,JPN,2001,2.1790621,0.39844015,0.72058326,0.1186843
Japan,JPN,2002,2.1461997,0.33180195,0.6976349,0.07549306
Japan,JPN,2003,2.3052857,0.39386934,0.6678654,0.06629416
Japan,JPN,2004,2.0448878,0.35439536,0.8038724,0.066908814
Japan,JPN,2005,1.8028224,0.39311758,0.76876324,0.0769513
Japan,JPN,2006,2.2311692,0.41515768,0.66248566,0.16586985
Japan,JPN,2007,1.8699461,0.35704723,0.6962421,0.029641343
Japan,JPN,2008,1.8365628,0.50527835,0.7218262,0.100050025
Japan,JPN,2009,1.6096239,0.40138662,0.5929575,0.12128563
Japan,JPN,2010,1.9883503,0.49979323,0.6108584,0.10256261
Japan,JPN,2011,1.9096334,0.49523455,0.45785835,0.07475238
Japan,JPN,2012,1.9062339,0.5761783,0.6139605,0.083734564
Japan,JPN,2013,1.7055343,0.6091757,0.62821245,0.047591854
Japan,JPN,2014,1.7816193,0.5566753,0.60466456,0.07437314
Japan,JPN,2015,1.9196885,0.528855,0.528855,0.032388624
Japan,JPN,2016,1.7379116,0.5817158,0.44368157,0.10137125
Japan,JPN,2017,1.8393838,0.52854085,0.47867852,0.0257155
Japan,JPN,2018,2.1354814,0.64760685,0.424992,0.044661116
Japan,JPN,2019,1.8512428,0.5046696,0.52082866,0.11926561
Japan,JPN,2020,1.5428681,0.5160224,0.38964957,0.046109803
Japan,JPN,2021,1.5489455,0.6799405,0.34536663,0.04033225
Japan,JPN,2022,1.6033885,0.7153943,0.39872968,0.0411065
Jordan,JOR,2008,2.7026334,0.71159595,0.978926,0.48695922
Jordan,JOR,2009,2.0694053,0.8789789,0.9339151,0
Jordan,JOR,2010,1.8502917,0.9394446,0.4710153,0.23486115
Jordan,JOR,2011,1.5196911,0.5487954,0.4989049,0.19956197
Jordan,JOR,2012,1.3281491,0.2859605,0.28596047,0.1150286
Jordan,JOR,2015,1.5401305,0.483152,0.8696736,0.17429665
Jordan,JOR,2016,1.3997277,0.43168646,0.4316865,0.21509191
Jordan,JOR,2017,1.2743654,0.38871434,0.23831983,0.2159524
Jordan,JOR,2018,1.6079382,0.30524686,0.65410036,0.08494567
Kazakhstan,KAZ,1981,4.5616817,,2.3026316,0.5681818
Kazakhstan,KAZ,1982,3.9261878,,2.342615,0.91925395
Kazakhstan,KAZ,1985,4.9977856,,2.1862953,1.2082158
Kazakhstan,KAZ,1986,4.900113,,2.5014923,0.89726335
Kazakhstan,KAZ,1987,7.071339,,1.8770136,0.9805295
Kazakhstan,KAZ,1988,4.677852,,2.5133262,0.9666639
Kazakhstan,KAZ,1989,5.2151237,,2.4404957,0.82263905
Kazakhstan,KAZ,1990,4.9584727,,2.9104087,0.7962439
Kazakhstan,KAZ,1991,5.634326,,3.2392664,0.63138247
Kazakhstan,KAZ,1992,3.9970484,,2.3292778,0.9043078
Kazakhstan,KAZ,1993,3.949687,,2.0318506,0.7138935
Kazakhstan,KAZ,1994,5.053808,,1.935392,0.6546179
Kazakhstan,KAZ,1995,4.7543583,,2.279339,0.71979123
Kazakhstan,KAZ,1996,4.0217795,,1.9472021,0.57458425
Kazakhstan,KAZ,1997,4.5740075,,1.3274484,0.50434095
Kazakhstan,KAZ,1998,4.370084,,2.3115542,0.5417705
Kazakhstan,KAZ,1999,4.7990026,,2.2835395,0.4947669
Kazakhstan,KAZ,2000,4.2652373,,1.8311045,0.47780654
Kazakhstan,KAZ,2001,3.7601266,,1.6685624,0.7732363
Kazakhstan,KAZ,2002,5.0174403,,1.581496,0.56721526
Kazakhstan,KAZ,2003,4.4511886,,1.6526618,0.48502156
Kazakhstan,KAZ,2004,4.1124954,1.1827135,1.2682774,0.08719088
Kazakhstan,KAZ,2005,4.3224955,0.86863273,1.7806971,0.36672485
Kazakhstan,KAZ,2006,4.506416,0.89183563,1.7836713,0.218782
Kazakhstan,KAZ,2007,4.4966974,0.65487427,1.9236932,0.14051694
Kazakhstan,KAZ,2008,4.2165766,0.93731874,1.6793628,0.26949638
Kazakhstan,KAZ,2009,3.3665006,1.2581619,1.9612523,0.12761228
Kazakhstan,KAZ,2010,3.469575,0.8495578,1.3805314,0.3647084
Kazakhstan,KAZ,2011,4.122536,0.9990958,1.7185726,0.26898736
Kazakhstan,KAZ,2012,2.5925682,0.93254215,1.3184216,0.07165505
Kazakhstan,KAZ,2013,2.9145122,0.8928206,1.108329,0.2440647
Kazakhstan,KAZ,2014,4.0303807,1.2132515,1.4499834,0.20714049
Kazakhstan,KAZ,2015,3.9610465,1.1137056,1.6562802,0.22535357
Kazakhstan,KAZ,2016,3.7120228,0.850855,1.5644753,0.24598014
Kazakhstan,KAZ,2017,2.4745283,0.9182347,1.0532693,0.17082906
Kazakhstan,KAZ,2018,2.610594,0.9036104,1.3288388,0.07973033
Kazakhstan,KAZ,2019,2.7909305,0.8932185,1.0245742,0.18389793
Kazakhstan,KAZ,2020,2.0147872,0.57003134,1.2955258,0.07773154
Kazakhstan,KAZ,2021,2.8754344,0.76384175,1.3239924,0.14308509
Kazakhstan,KAZ,2022,2.5000236,0.5246282,1.52392,0.13961975
Kazakhstan,KAZ,2023,2.0560055,0.5548229,1.1979262,0.086674154
Kuwait,KWT,1972,2.1921892,,1.191223,1.5882975
Kuwait,KWT,1975,5.529954,,2.3696682,0.7047216
Kuwait,KWT,1976,5.1679587,,2.809778,0.94966763
Kuwait,KWT,1977,4.8939643,,2.9131355,0
Kuwait,KWT,1978,6.9337444,,2.4968789,0
Kuwait,KWT,1979,6.5454545,0.7942812,2.5882354,0
Kuwait,KWT,1980,3.986711,1.0121458,1.5182186,0
Kuwait,KWT,1981,7.5290895,1.3031014,3.4995625,0.6075334
Kuwait,KWT,1982,7.038123,0.82678795,3.7794576,0.99750626
Kuwait,KWT,1983,11.292346,1.4336917,2.4064171,0.80213904
Kuwait,KWT,1984,7.8125,0.691085,1.5493581,1.5493581
Kuwait,KWT,1985,6.321839,0.7354744,2.4515812,1.5337423
Kuwait,KWT,1986,6.0506053,1.1737089,2.3474178,1.1737089
Kuwait,KWT,1987,3.6861506,1.5730337,2.0084355,1.4051522
Kuwait,KWT,1993,6.923077,0.6345178,2.1299255,0.6345178
Kuwait,KWT,1994,2.2675736,0.6542362,2.0348837,0.58309036
Kuwait,KWT,1995,5.8139534,0.71787506,2.8026905,0
Kuwait,KWT,1996,1.4015417,1.6224986,1.8226002,0
Kuwait,KWT,1997,1.3586956,1.048218,1.3078734,0.5887548
Kuwait,KWT,1998,5.5454574,1.3542551,1.1874123,0
Kuwait,KWT,1999,5.347594,1.0149708,2.0028613,0.5399568
Kuwait,KWT,2000,4.009141,1.0415256,2.936323,0.5872646
Kuwait,KWT,2001,4.5521016,0.5163102,1.663626,1.5489308
Kuwait,KWT,2002,1.700314,0.598487,1.3601075,0.598487
Kuwait,KWT,2003,4.244817,1.3441293,1.447831,0
Kuwait,KWT,2004,4.192169,0.9988264,0.53887147,0
Kuwait,KWT,2005,3.4916403,0.5800195,1.3258872,0
Kuwait,KWT,2006,2.234774,1.599373,2.1525848,0.48404115
Kuwait,KWT,2007,1.4460062,1.4654162,1.1830343,0.4964011
Kuwait,KWT,2008,1.3791581,1.3900214,0.67799366,0.8823867
Kuwait,KWT,2009,2.760207,1.3684704,1.7482785,0.72126395
Kuwait,KWT,2010,4.542832,0.41215357,0.8431188,0
Kuwait,KWT,2011,2.724635,1.1889616,1.1889616,0
Kuwait,KWT,2012,0.9000414,1.1183306,1.0376996,0.3839936
Kuwait,KWT,2013,0.87154704,0.5521506,0.9202511,0.38679782
Kuwait,KWT,2014,1.662013,0,0.47984183,1.6537126
Kuwait,KWT,2015,2.4930196,0.35414776,0,0
Kuwait,KWT,2016,1.1894095,0.5272556,0.5272556,1.7151777
Kuwait,KWT,2017,2.2916682,1.0943702,0.5281281,0.32267538
Kuwait,KWT,2018,1.114231,0.64618474,0.4849292,0
Kuwait,KWT,2019,2.1906924,0.81061584,0.82383585,0
Kuwait,KWT,2022,1.7362618,0.87217873,0.57154614,0.66420686
Kuwait,KWT,2023,2.051759,0.57875615,0.77167493,0
Kyrgyzstan,KGZ,1981,2.6750972,,1.5862944,0.53542745
Kyrgyzstan,KGZ,1982,4.7824006,,2.1843145,1.2302284
Kyrgyzstan,KGZ,1985,3.3967392,,2.0282016,0.42256498
Kyrgyzstan,KGZ,1986,4.0169606,,2.3509498,0.56422794
Kyrgyzstan,KGZ,1987,2.8684907,,2.1965952,1.0982976
Kyrgyzstan,KGZ,1988,3.0601094,,1.8744979,0.71409446
Kyrgyzstan,KGZ,1989,4.1010146,,1.7442875,0.49106267
Kyrgyzstan,KGZ,1990,5.3293543,,1.5389876,0.42749658
Kyrgyzstan,KGZ,1991,3.3741038,,1.6832184,0.70972323
Kyrgyzstan,KGZ,1992,6.8578553,,1.6679176,0.58377117
Kyrgyzstan,KGZ,1993,2.6568568,,2.009209,0.651284
Kyrgyzstan,KGZ,1994,2.1951706,,1.4397019,0.25406504
Kyrgyzstan,KGZ,1995,2.118236,,1.5068752,0.3767188
Kyrgyzstan,KGZ,1996,2.965709,,1.8053645,0.16705647
Kyrgyzstan,KGZ,1997,2.329749,,2.2079294,0.57598156
Kyrgyzstan,KGZ,1998,2.7874565,,1.8694917,0.7174631
Kyrgyzstan,KGZ,1999,3.421728,,1.457018,1.1656144
Kyrgyzstan,KGZ,2000,3.7160153,0.33935633,1.4444357,0.19820683
Kyrgyzstan,KGZ,2001,1.8518082,0.34506437,1.0177025,0.20302033
Kyrgyzstan,KGZ,2002,2.871224,0.41716424,1.3557837,0.507012
Kyrgyzstan,KGZ,2003,2.5432177,0.21358919,1.6382053,0.3651501
Kyrgyzstan,KGZ,2004,3.062318,1.3191295,1.4656997,0.39085326
Kyrgyzstan,KGZ,2005,2.3973382,0.22085245,0.9879119,0.3237959
Kyrgyzstan,KGZ,2006,3.651977,0.55552655,0.98793435,0.2465696
Kyrgyzstan,KGZ,2007,2.1410296,0.47646162,0.58585113,0.41173357
Kyrgyzstan,KGZ,2008,2.389864,0.32581145,0.47944662,0.45753816
Kyrgyzstan,KGZ,2009,1.4821347,0.7283412,1.1051139,0.41619498
Kyrgyzstan,KGZ,2010,3.0603325,0.20335165,1.1184341,0
Kyrgyzstan,KGZ,2011,2.5605268,0.5870623,1.6275121,0.3822557
Kyrgyzstan,KGZ,2012,4.0076947,0.46749508,1.5584193,0
Kyrgyzstan,KGZ,2013,2.214309,0.8052358,1.416716,0.26841193
Kyrgyzstan,KGZ,2014,2.9962127,0.601857,1.5162266,0.17195913
Kyrgyzstan,KGZ,2015,4.3182383,0.7441633,1.3874669,0.16536961
Kyrgyzstan,KGZ,2016,3.3120503,0.6162654,1.3865972,0.16019608
Kyrgyzstan,KGZ,2017,4.416067,0.6199133,1.8597398,0.23109953
Kyrgyzstan,KGZ,2018,1.778641,0.8048198,1.073093,0.45083934
Kyrgyzstan,KGZ,2019,3.8011055,0.6586622,1.4969057,0.15892768
Kyrgyzstan,KGZ,2020,3.6277888,0.4303145,1.5989337,0.35859543
Kyrgyzstan,KGZ,2021,2.3387072,1.1478772,1.402961,0
Kyrgyzstan,KGZ,2022,2.965842,0.5084356,1.8298354,0
Kyrgyzstan,KGZ,2023,3.2391126,0.58389896,1.4580206,0.12699945
Latvia,LVA,1980,8.474576,,2.8579595,2.1770682
Latvia,LVA,1981,5.9171596,,2.8465698,0.95087165
Latvia,LVA,1982,7.518797,,3.3946252,2.840909
Latvia,LVA,1983,7.390563,,3.0769231,3.7418149
Latvia,LVA,1984,5.6179776,,2.7570996,1.9299697
Latvia,LVA,1985,5.589715,,5.160239,0.60938454
Latvia,LVA,1986,4.496908,,2.6921926,1.7035775
Latvia,LVA,1987,8.517887,,2.866076,1.754386
Latvia,LVA,1988,6.8649883,,2.2941628,0.54112554
Latvia,LVA,1989,2.8669724,,2.2346368,1.1173184
Latvia,LVA,1990,8.586147,,4.2606516,1.7086716
Latvia,LVA,1991,7.981756,,4.2875156,1.6629711
Latvia,LVA,1992,3.979534,,3.1091013,0.5652911
Latvia,LVA,1993,6.1902084,,2.9394474,1.004016
Latvia,LVA,1994,5.5096416,,1.8450185,1.0240655
Latvia,LVA,1995,5.9363194,,3.0147724,0.64683056
Latvia,LVA,1996,5.8139534,1.6046213,2.4038463,1.3736264
Latvia,LVA,1997,3.6363637,1.7084283,0.56947607,1.1057869
Latvia,LVA,1998,1.552795,1.1947432,1.48423,0
Latvia,LVA,1999,2.6136959,2.3923445,2.3391812,0.86169755
Latvia,LVA,2000,7.5762086,1.3195398,5.065966,0.72370946
Latvia,LVA,2001,2.2358735,1.3862224,1.3308845,1.6067871
Latvia,LVA,2002,2.3397422,1.0641751,2.4078863,0.89316016
Latvia,LVA,2003,6.220453,2.2247436,1.6685576,0
Latvia,LVA,2004,2.0235815,2.8438823,2.0660517,0
Latvia,LVA,2005,3.7015924,0,4.249668,2.124834
Latvia,LVA,2006,0.8189807,2.140136,1.1458888,0
Latvia,LVA,2007,4.5415325,2.9947891,1.8788693,0
Latvia,LVA,2008,4.9761643,1.1015521,2.3254461,0
Latvia,LVA,2009,2.120576,3.1000702,1.0333568,2.2595296
Latvia,LVA,2010,7.7022104,2.9050624,1.0321302,0
Latvia,LVA,2011,1.1177931,2.1622791,1.6217092,0
Latvia,LVA,2012,2.235636,1.00019,1.1953858,2.3907716
Latvia,LVA,2013,2.2055094,2.4480205,1.6320136,0
Latvia,LVA,2014,5.4450808,2.9379218,4.752174,0
Latvia,LVA,2015,6.4905562,1.0824385,1.6236578,0
Latvia,LVA,2016,3.1953986,2.1485507,2.3970757,0
Latvia,LVA,2017,3.1128728,0,1.1614537,0.99288106
Latvia,LVA,2018,1.00777,1.0748874,0,1.0099888
Latvia,LVA,2019,0.9842907,1.1665208,1.1665208,0
Latvia,LVA,2020,0,1.6304348,5.5503135,0
Latvia,LVA,2021,0,1.0905125,0,0
Latvia,LVA,2022,0.9968301,1.6358937,0,0
Latvia,LVA,2023,3.9962037,1.8374753,0,0
Lebanon,LBN,2019,2.1076667,0.42236578,0.84473157,0.16895173
Lebanon,LBN,2020,0.8946192,0.9547285,1.1283156,0.47807774
Lebanon,LBN,2021,2.2006397,0.720203,0.9002537,1.0510992
Lebanon,LBN,2023,1.1561518,0.47782037,0.86904633,0.94700557
Lithuania,LTU,1981,5.7971015,,1.8939394,0.75757575
Lithuania,LTU,1982,7.176175,,4.9298444,0.4214963
Lithuania,LTU,1985,7.667032,,2.9536643,0.82678795
Lithuania,LTU,1986,7.0500927,,2.7282648,0.7275373
Lithuania,LTU,1987,9.036144,,2.5071633,1.6025641
Lithuania,LTU,1988,4.933586,,2.6511135,1.1086475
Lithuania,LTU,1989,5.318947,,1.930529,1.2285185
Lithuania,LTU,1990,4.1793156,,2.8043509,0.77738434
Lithuania,LTU,1991,4.5688004,,4.0315514,1.7551352
Lithuania,LTU,1992,3.4370954,,2.290317,0.97440815
Lithuania,LTU,1993,6.461127,1.380687,1.7949584,0.8974792
Lithuania,LTU,1994,6.013071,2.222597,3.0262008,1.412227
Lithuania,LTU,1995,4.4530535,0.6256491,1.9204473,1.0427486
Lithuania,LTU,1996,4.7370915,0.8686437,2.1716092,0.8686437
Lithuania,LTU,1997,2.506553,1.1333396,1.6694282,1.5866755
Lithuania,LTU,1998,4.639775,2.1276546,1.5216432,0.38217825
Lithuania,LTU,1999,2.879894,2.4311972,0.9852654,0.64754677
Lithuania,LTU,2000,3.9998982,1.8010925,1.6531267,0
Lithuania,LTU,2001,3.3362617,1.3841501,1.3542209,0
Lithuania,LTU,2002,4.185788,1.5888526,2.5896225,0.4783499
Lithuania,LTU,2003,4.3069863,0.5110123,3.0552635,0
Lithuania,LTU,2004,4.0782204,1.9257001,1.60475,0.5348652
Lithuania,LTU,2005,2.154578,1.2224005,2.012707,0
Lithuania,LTU,2006,2.296475,1.000165,1.0485294,0.6990196
Lithuania,LTU,2007,2.9516664,0.72311544,0.72311544,0
Lithuania,LTU,2008,4.7236905,1.488361,2.6747355,0.87617844
Lithuania,LTU,2009,2.7491257,0.87037504,1.3553625,0
Lithuania,LTU,2010,2.8765886,1.743365,2.3328512,0.8596235
Lithuania,LTU,2011,1.8235419,1.5727103,0.7863552,0.848011
Lithuania,LTU,2012,1.9295583,1.8163325,4.449718,0
Lithuania,LTU,2013,4.0735135,1.1724337,0,0
Lithuania,LTU,2014,2.1405485,1.5533136,0.7766568,0
Lithuania,LTU,2015,2.9797378,1.9271165,2.4984593,0
Lithuania,LTU,2016,3.0658624,2.9015617,1.1606246,0
Lithuania,LTU,2017,3.1057107,1.8982536,2.0035396,0
Lithuania,LTU,2018,3.8780432,1.3844088,0.83481514,0
Lithuania,LTU,2019,0.7630384,1.1603688,1.3734142,0.69156295
Lithuania,LTU,2020,2.9787614,2.2896569,0.68774843,0
Lithuania,LTU,2021,3.49123,1.1966302,4.2605767,0
Lithuania,LTU,2022,2.0364249,2.3477485,1.9075142,0
Lithuania,LTU,2023,3.3297815,0.98070943,1.1936356,0
Luxembourg,LUX,1967,12.295082,,0,0
Luxembourg,LUX,1968,0,,4.9751244,0
Luxembourg,LUX,1969,3.9840639,,0,0
Luxembourg,LUX,1970,3.8910506,,8.474576,0
Luxembourg,LUX,1971,0,,3.8610039,0
Luxembourg,LUX,1972,3.8314176,,5.4945054,3.8610039
Luxembourg,LUX,1973,0,,4.6296296,3.8910506
Luxembourg,LUX,1974,0,,5.8479533,0
Luxembourg,LUX,1975,3.7735848,,0,0
Luxembourg,LUX,1976,0,,8.438819,0
Luxembourg,LUX,1977,0,,4.4052863,0
Luxembourg,LUX,1978,0,,0,0
Luxembourg,LUX,1979,3.7037036,0,4.2918453,0
Luxembourg,LUX,1980,15.094339,0,4.5045047,0
Luxembourg,LUX,1981,0,0,6.060606,0
Luxembourg,LUX,1982,12.145749,5.882353,14.563107,0
Luxembourg,LUX,1983,4.1841006,0,4.901961,0
Luxembourg,LUX,1984,4.385965,5.8479533,4.9261084,0
Luxembourg,LUX,1985,0,5.882353,23.809525,4.901961
Luxembourg,LUX,1986,0,0,0,0
Luxembourg,LUX,1987,0,0,5.249344,0
Luxembourg,LUX,1988,4.901961,4.6511626,0,0
Luxembourg,LUX,1989,4.830918,5.6497173,0,0
Luxembourg,LUX,1990,9.478673,0,0,0
Luxembourg,LUX,1991,0,4.8192773,0,0
Luxembourg,LUX,1992,4.524887,0,0,0
Luxembourg,LUX,1993,8.888889,0,4.3103447,0
Luxembourg,LUX,1994,4.385965,0,0,0
Luxembourg,LUX,1995,4.347826,0,0,0
Luxembourg,LUX,1996,4.2918453,3.875969,0,0
Luxembourg,LUX,1997,0,0,0,0
Luxembourg,LUX,1998,4.1315484,4.324137,0,0
Luxembourg,LUX,1999,4.009141,0,0,0
Luxembourg,LUX,2000,0,3.8667517,0,0
Luxembourg,LUX,2001,0,0,0,0
Luxembourg,LUX,2002,0,0,0,0
Luxembourg,LUX,2003,3.5990644,0,0,0
Luxembourg,LUX,2004,0,4.4204755,0,0
Luxembourg,LUX,2005,3.4539928,0,0,0
Luxembourg,LUX,2006,0,0,0,0
Luxembourg,LUX,2007,3.3190613,4.4436545,0,0
Luxembourg,LUX,2008,0,3.3843238,0,0
Luxembourg,LUX,2009,0,0,0,0
Luxembourg,LUX,2010,0,4.302926,0,0
Luxembourg,LUX,2011,3.2212343,0,0,0
Luxembourg,LUX,2012,0,0,0,0
Luxembourg,LUX,2013,0,4.0638843,0,0
Luxembourg,LUX,2014,0,3.9535067,0,0
Luxembourg,LUX,2015,3.2127483,0,3.1909122,0
Luxembourg,LUX,2016,0,0,0,0
Luxembourg,LUX,2017,0,3.0751252,0,0
Luxembourg,LUX,2018,3.0892324,3.8198557,0,0
Luxembourg,LUX,2019,0,0,0,0
Luxembourg,LUX,2020,0,2.930231,0,0
Luxembourg,LUX,2021,2.93867,15.195259,0,0
Luxembourg,LUX,2022,2.883423,0,0,0
Luxembourg,LUX,2023,0,0,3.6226635,0
Malaysia,MYS,2000,2.031271,0.23250583,0.98574257,0.14894179
Malaysia,MYS,2001,2.6314888,0.39640734,1.151469,0.16988887
Malaysia,MYS,2002,2.59783,0.16745439,1.1142918,0.16997671
Malaysia,MYS,2003,2.1501417,0.34094447,1.1933057,0.14642887
Malaysia,MYS,2004,2.7659144,0.2470352,1.6152301,0.2301052
Malaysia,MYS,2005,2.3274777,0.41874766,1.2010139,0.14656168
Malaysia,MYS,2006,2.7582204,0.34517786,1.0355335,0.10521606
Malaysia,MYS,2007,2.9908452,0.23309036,0.9977168,0.1918686
Malaysia,MYS,2008,2.3519037,0.4051082,1.2731973,0.17361781
Malaysia,MYS,2009,2.6755147,0.27054095,1.0821639,0.06422506
Malaysia,MYS,2010,2.1853888,0.40634093,1.0835758,0.1498219
Malaysia,MYS,2011,2.1384668,0.40972635,1.0926036,0.17559701
Malaysia,MYS,2012,2.1722448,0.37207365,1.3512148,0.15666258
Malaysia,MYS,2013,1.8348926,0.41444466,1.0952506,0.15646438
Malaysia,MYS,2014,2.476048,0.41111618,1.1550407,0.17619266
Malaysia,MYS,2015,2.1907353,0.5861725,0.8085138,0.15840368
Malaysia,MYS,2016,1.8046335,0.38154933,0.9036694,0.11246003
Malaysia,MYS,2017,2.3449976,0.3789834,1.0571643,0.20101638
Malaysia,MYS,2018,2.5075755,0.49477428,0.9697576,0.1328445
Malaysia,MYS,2019,2.1842203,0.4511383,1.0395795,0.26296598
Malaysia,MYS,2020,2.5756052,0.41212022,0.79717046,0.21690539
Maldives,MDV,2000,0,0,0,0
Maldives,MDV,2001,0,0,0,0
Maldives,MDV,2002,0,0,0,0
Maldives,MDV,2003,0,0,0,0
Maldives,MDV,2004,0,0,5.935599,0
Maldives,MDV,2005,2.5157232,0,3.1031806,0
Maldives,MDV,2007,0,0,0,0
Maldives,MDV,2008,0,0,3.5676062,3.5676062
Maldives,MDV,2010,6.4842434,0,0,0
Maldives,MDV,2011,0,0,0,0
Maldives,MDV,2012,7.0947146,0,5.5196776,0
Maldives,MDV,2013,3.6845984,3.3848965,0,0
Maldives,MDV,2014,0,3.3601022,0,0
Maldives,MDV,2015,0,0,3.0144088,0
Maldives,MDV,2016,0,0,2.8534741,0
Maldives,MDV,2017,0,2.737401,6.6602283,0
Maldives,MDV,2018,0,0,0,0
Maldives,MDV,2019,0,0,0,0
Maldives,MDV,2020,0,0,0,0
Maldives,MDV,2021,0,0,0,0
Malta,MLT,1965,2.7777777,,0,0
Malta,MLT,1967,14.326648,,3.6231885,9.132421
Malta,MLT,1968,5.730659,,14.492754,0
Malta,MLT,1969,0,,7.751938,0
Malta,MLT,1970,0,,3.992016,0
Malta,MLT,1971,5.780347,,0,3.5460992
Malta,MLT,1972,12.158054,,6.550218,0
Malta,MLT,1973,9.803922,,0,0
Malta,MLT,1974,6.6666665,,0,0
Malta,MLT,1975,0,,9.4562645,0
Malta,MLT,1976,11.19403,,7.633588,4.347826
Malta,MLT,1977,8.064516,,4.415011,0
Malta,MLT,1978,0,,0,17.857143
Malta,MLT,1979,4.3290043,0,4,0
Malta,MLT,1980,4.385965,0,4.106776,7.662835
Malta,MLT,1981,0,0,3.717472,0
Malta,MLT,1982,0,4.5454545,8.14664,0
Malta,MLT,1983,8.196721,0,4.016064,0
Malta,MLT,1984,3.9840639,3.5714285,18.181818,0
Malta,MLT,1985,3.8461537,3.5971222,3.5971222,0
Malta,MLT,1986,3.7037036,3.558719,5.964215,4.5045047
Malta,MLT,1987,7.3260074,0,0,0
Malta,MLT,1988,0,0,6.036217,4.6948357
Malta,MLT,1989,0,0,3.5460992,0
Malta,MLT,1990,3.5211267,0,3.5842295,0
Malta,MLT,1991,0,4.6296296,0,0
Malta,MLT,1992,7.0422535,3.6630037,0,0
Malta,MLT,1993,0,4.6296296,0,4.6296296
Malta,MLT,1994,3.5211267,4.6728973,0,0
Malta,MLT,1995,3.558719,4.784689,3.7037036,0
Malta,MLT,1996,3.5460992,0,0,0
Malta,MLT,1997,7.117438,5.0251255,5.0251255,0
